gender,location,gamegenre,ingamepurchases,gamedifficulty,sessionsperweek,avgsessiondurationminutes,playerlevel,achievementsunlocked,engagementlevel
0,Europe,Sports,1,2,2,168,71,41,1
0,USA,Sports,0,0,8,89,50,30,1
1,USA,Simulation,0,0,0,48,78,21,0
1,Asia,Action,0,0,10,98,70,20,1
1,Europe,RPG,0,0,2,14,17,24,0
1,USA,RPG,0,0,8,87,99,47,1
0,Other,Action,0,1,16,177,25,32,2
1,USA,Action,0,2,4,100,21,44,1
0,Europe,Sports,0,1,15,156,89,34,2
1,Europe,Sports,0,2,18,152,54,1,2
0,USA,Sports,0,0,15,85,66,10,1
1,USA,Simulation,0,0,18,83,34,11,2
1,Asia,Action,0,2,1,146,99,38,1
0,USA,Action,0,0,6,95,50,48,1
1,Europe,Simulation,1,0,14,133,34,46,2
1,Asia,Action,1,0,6,162,68,49,2
0,USA,Sports,0,2,10,35,71,49,2
0,Asia,Sports,0,0,2,96,18,42,0
1,Europe,Sports,0,1,6,16,90,28,0
1,USA,Sports,0,1,19,155,67,47,2
0,Europe,Sports,1,1,10,141,54,30,2
0,Europe,Strategy,0,0,16,54,1,37,1
1,USA,Sports,0,0,3,126,66,29,1
0,Europe,Strategy,0,1,6,29,60,11,0
0,Other,Simulation,0,2,15,14,52,1,0
0,Europe,Simulation,0,1,11,16,44,17,0
0,USA,Strategy,0,0,13,163,87,29,2
1,Europe,Action,0,0,2,139,55,11,0
0,Asia,Sports,0,0,14,158,53,18,2
0,USA,RPG,0,0,6,54,37,22,1
0,Europe,Action,0,0,17,140,54,6,2
0,Europe,Action,0,2,4,169,66,13,1
1,USA,RPG,0,1,17,63,44,35,1
0,Asia,RPG,0,0,7,75,45,6,1
1,Europe,Sports,0,2,0,64,5,12,0
1,Europe,Strategy,0,2,18,36,15,31,1
0,Europe,Sports,0,0,15,16,31,14,0
1,Asia,Sports,0,0,12,85,90,41,2
0,Europe,Sports,1,0,18,121,49,20,2
1,Europe,Sports,0,0,13,101,67,34,0
0,USA,Action,1,0,15,141,42,41,2
0,Asia,Action,0,1,9,59,71,2,1
1,USA,Strategy,0,1,12,156,92,9,2
0,USA,RPG,0,1,4,103,84,44,1
0,Asia,Simulation,1,1,1,48,97,11,0
0,USA,Strategy,0,0,11,79,90,19,1
0,Asia,Sports,0,0,1,10,75,47,1
0,Europe,Sports,1,2,7,14,24,12,0
0,USA,Action,0,0,4,94,51,12,1
1,Asia,Strategy,0,0,17,174,54,25,2
0,USA,RPG,0,0,14,169,54,11,2
0,Europe,Simulation,0,2,1,40,14,36,0
1,Asia,Strategy,1,2,19,156,73,4,2
1,Europe,RPG,0,0,1,30,92,36,0
0,Asia,Sports,0,1,13,110,10,30,2
1,Other,Simulation,0,0,18,105,28,45,2
0,Europe,Simulation,0,0,15,135,47,5,2
1,USA,RPG,0,2,11,112,27,39,1
0,Asia,Strategy,0,0,8,144,1,44,1
0,Europe,Strategy,0,2,18,124,33,40,2
0,Europe,Strategy,1,1,14,78,7,25,1
1,Europe,Simulation,1,0,6,165,92,30,1
0,Asia,RPG,0,1,6,45,15,34,0
1,Europe,Action,0,2,6,123,83,37,1
1,USA,Simulation,0,1,9,129,57,48,1
1,Asia,Simulation,1,0,6,95,23,19,1
0,Asia,Strategy,0,0,15,120,9,17,2
1,USA,Action,0,0,1,63,96,27,0
0,USA,Action,0,0,17,15,56,4,0
0,Other,Sports,1,0,4,174,12,0,1
0,USA,Action,0,2,6,166,5,22,1
0,USA,Strategy,0,0,9,44,83,45,1
1,Europe,Sports,1,2,2,84,39,29,0
1,USA,Action,0,1,6,99,83,23,1
0,Europe,RPG,0,0,15,67,69,45,1
0,USA,Sports,1,1,17,147,20,17,1
1,Europe,Sports,0,0,18,179,63,46,2
0,Other,Strategy,0,0,13,22,84,35,1
1,USA,Action,1,0,18,90,86,16,2
1,USA,Action,0,1,8,149,53,37,1
0,Asia,Simulation,0,2,1,27,67,1,2
1,Europe,Strategy,0,0,15,106,92,49,2
1,Europe,Action,1,2,4,139,77,49,1
1,Other,RPG,0,0,1,79,22,37,0
0,USA,Simulation,0,0,17,141,80,1,2
1,Europe,RPG,1,1,3,161,7,36,1
0,USA,Sports,1,2,14,47,60,37,1
1,USA,Strategy,0,2,9,124,91,25,1
0,Europe,RPG,0,1,11,44,34,29,1
0,Other,Strategy,0,0,6,132,73,24,1
1,Asia,Sports,0,2,17,20,54,37,1
0,USA,Sports,0,1,11,11,19,27,0
0,Europe,Simulation,0,2,19,129,92,30,2
0,Asia,RPG,1,0,14,24,44,41,1
0,USA,Sports,0,1,2,98,75,48,1
0,USA,RPG,1,0,18,114,74,47,2
0,USA,Strategy,0,0,11,40,9,38,0
0,Europe,Simulation,1,0,5,123,6,43,2
0,USA,Sports,1,0,0,117,77,24,0
0,Europe,RPG,0,1,4,166,48,43,1
0,Asia,Sports,0,0,11,112,58,25,1
0,Asia,RPG,0,0,13,14,56,5,0
0,Europe,Simulation,0,0,18,98,50,29,2
1,USA,RPG,0,1,12,137,71,0,2
0,Asia,Simulation,1,0,11,50,72,40,1
1,Other,Strategy,0,0,8,166,72,9,1
1,USA,Strategy,0,1,11,49,5,18,1
0,Other,Strategy,0,0,9,162,11,16,0
0,Asia,Sports,0,2,13,77,96,22,1
0,Other,Simulation,0,0,14,153,59,4,2
0,USA,RPG,0,1,1,173,91,37,1
0,Other,Action,0,2,13,30,38,24,1
1,USA,Strategy,0,1,18,93,2,23,2
0,USA,Sports,0,1,3,23,96,7,0
0,USA,Strategy,0,1,3,71,65,22,0
1,Europe,Strategy,0,1,7,42,72,18,1
1,USA,Sports,0,1,0,165,71,46,0
0,USA,Simulation,0,0,0,107,18,1,0
0,Europe,Sports,1,0,12,87,45,23,1
1,USA,Strategy,0,0,10,105,40,23,1
0,Asia,Sports,0,1,6,132,98,44,1
1,USA,RPG,0,2,16,45,93,23,1
0,USA,Strategy,0,0,7,53,3,47,1
0,USA,RPG,0,0,4,140,76,21,1
0,USA,RPG,0,0,10,135,3,14,1
1,Asia,Action,0,0,8,48,59,21,1
1,USA,Action,0,0,4,35,4,46,0
0,USA,Strategy,0,1,6,127,78,25,1
0,Europe,Sports,0,0,19,175,19,8,2
0,Europe,Strategy,1,0,13,89,29,45,1
1,USA,RPG,0,0,0,37,16,41,0
0,USA,Strategy,0,0,2,116,57,20,0
1,Asia,Simulation,0,2,7,109,16,39,1
1,Europe,Sports,0,0,0,59,64,5,0
0,USA,Sports,1,0,11,13,91,35,0
1,Other,Sports,0,1,17,74,71,49,2
0,USA,RPG,1,0,18,102,43,5,2
0,Europe,RPG,0,1,15,31,46,44,1
1,Europe,Simulation,0,2,2,107,85,32,2
0,USA,RPG,1,1,1,131,51,3,0
1,USA,Strategy,0,0,15,81,17,28,1
0,Europe,Action,0,0,6,23,60,26,0
0,USA,Action,0,0,9,147,26,46,1
1,USA,Simulation,0,1,14,56,6,18,1
1,Europe,Sports,1,0,12,111,90,26,2
1,Asia,Simulation,0,0,4,153,8,21,1
0,Asia,Simulation,0,2,7,104,41,11,1
0,USA,Simulation,0,0,0,93,40,30,0
1,Asia,Action,0,0,1,72,51,11,0
0,Other,Simulation,1,1,6,62,62,39,1
1,Europe,Sports,0,0,3,156,38,30,1
0,Europe,RPG,0,2,7,44,16,14,0
0,Other,RPG,0,0,6,87,16,35,1
0,Asia,Action,0,2,19,165,38,21,2
0,Europe,Sports,0,1,0,10,1,20,0
1,Asia,RPG,0,1,1,162,9,12,0
1,USA,Action,1,0,13,96,54,8,1
0,Europe,Simulation,0,1,16,150,17,30,2
0,Asia,RPG,0,1,5,32,74,40,0
1,USA,RPG,0,0,15,62,5,0,1
1,Europe,RPG,0,0,18,153,47,36,2
0,USA,Simulation,0,0,16,34,25,21,1
0,Asia,Action,1,1,18,133,97,28,2
0,Asia,RPG,1,0,17,34,50,8,1
1,Europe,Simulation,0,2,8,88,34,15,2
0,USA,Simulation,1,0,0,109,93,40,0
1,Europe,Action,0,0,2,132,95,4,0
0,USA,Action,0,0,14,43,17,26,1
1,USA,Action,1,1,6,126,69,22,1
0,Other,Action,0,1,12,25,30,13,0
0,USA,Simulation,0,2,4,144,56,16,1
0,USA,Strategy,0,0,16,98,82,26,2
1,Europe,RPG,0,2,4,112,31,43,1
0,USA,Simulation,1,2,16,169,2,19,2
1,USA,Sports,0,0,4,149,15,29,1
1,Europe,Strategy,0,1,12,27,67,13,1
0,USA,Sports,0,1,11,55,34,36,1
1,USA,RPG,0,2,2,24,79,14,0
1,Europe,Sports,0,0,13,62,6,18,1
1,USA,Simulation,0,0,17,113,37,8,2
1,Asia,RPG,0,1,2,103,24,27,0
1,Other,Simulation,1,2,7,128,79,47,1
0,Asia,Sports,1,0,8,57,35,47,1
1,Other,Action,0,1,5,84,76,8,1
1,USA,Sports,1,0,13,97,95,22,1
0,USA,Sports,0,1,13,47,37,37,1
0,USA,Action,1,0,13,55,23,36,1
1,Asia,Action,1,0,17,163,68,30,2
0,USA,Action,0,0,7,84,47,39,1
1,Asia,Sports,0,1,11,172,2,4,2
0,Europe,Strategy,1,0,14,92,26,20,1
1,USA,RPG,0,0,4,40,11,0,0
0,Asia,Simulation,0,0,7,21,33,19,0
1,Europe,RPG,0,1,13,91,65,42,1
0,USA,Sports,0,2,13,178,62,41,2
1,Other,Simulation,1,2,14,139,60,27,2
0,Asia,Sports,0,1,14,155,66,6,2
1,Europe,Strategy,0,1,6,147,17,36,1
0,Other,Simulation,0,2,12,19,63,47,1
0,Asia,Sports,0,2,0,43,55,15,0
0,USA,Simulation,0,1,4,55,66,47,1
1,Other,RPG,0,0,15,125,30,10,2
1,Europe,RPG,0,2,17,40,20,47,1
0,USA,Strategy,0,2,17,33,89,33,1
1,Asia,Strategy,0,1,11,85,97,4,1
1,USA,Strategy,0,2,7,48,4,24,0
0,Europe,Strategy,0,2,15,129,18,26,2
1,USA,Strategy,1,1,1,141,44,19,0
0,USA,Strategy,0,1,4,17,90,22,0
0,USA,RPG,0,2,7,36,91,2,0
1,USA,Strategy,1,1,17,23,98,12,1
0,Europe,Action,0,2,19,56,30,30,1
0,Europe,Sports,0,1,16,147,43,26,2
1,Europe,RPG,0,1,12,179,54,39,2
1,USA,Sports,0,2,6,149,50,39,1
0,Asia,RPG,0,2,9,120,47,1,1
0,Asia,RPG,0,1,16,126,15,23,2
1,USA,Sports,0,0,1,54,1,45,0
1,Europe,Strategy,1,2,13,172,45,45,2
1,Europe,RPG,0,2,1,156,42,17,0
0,Other,Simulation,0,0,5,34,45,13,0
1,Other,Strategy,0,0,14,101,3,33,1
0,USA,Sports,1,0,16,79,49,45,1
1,Other,Sports,1,0,9,90,64,48,1
0,USA,RPG,0,0,3,70,18,22,0
1,Europe,RPG,1,0,16,108,56,34,2
0,USA,Simulation,0,0,11,83,35,3,1
1,USA,Action,0,0,14,118,56,8,2
0,Europe,Simulation,0,0,15,102,25,24,2
0,Europe,Simulation,1,2,6,77,31,4,1
1,USA,Strategy,0,2,7,29,88,20,0
0,Other,Simulation,0,1,6,158,95,34,1
0,USA,Action,0,2,17,27,75,49,1
0,USA,RPG,0,0,6,127,76,0,1
0,Asia,Sports,1,0,8,130,32,13,1
0,Asia,Sports,0,0,15,158,97,0,2
0,Asia,Action,0,1,5,47,90,45,1
1,USA,RPG,0,0,5,75,46,24,1
1,Europe,Strategy,0,1,5,129,35,38,1
0,Asia,RPG,0,0,7,95,95,15,1
0,Europe,Strategy,0,1,8,153,30,13,1
1,Europe,Strategy,1,0,1,94,64,13,0
0,Europe,Strategy,1,1,6,78,37,4,1
0,USA,RPG,0,1,6,173,76,10,1
0,USA,Strategy,0,0,15,58,48,36,1
0,Asia,RPG,0,0,16,83,77,46,2
0,USA,Simulation,1,0,11,70,49,16,1
1,Europe,Sports,0,0,9,179,12,16,2
0,Europe,RPG,1,0,19,129,55,23,2
1,Europe,Sports,0,2,13,88,98,21,1
1,USA,RPG,0,1,3,86,12,3,0
1,Europe,Strategy,0,0,0,92,10,36,0
0,Europe,Sports,1,0,7,158,70,8,1
0,Asia,Strategy,1,0,11,161,64,32,2
0,Europe,Simulation,0,1,1,98,11,35,0
0,USA,Sports,0,0,9,50,7,21,1
1,Europe,Simulation,0,2,8,178,61,32,2
0,USA,Strategy,0,0,19,59,41,35,0
1,Europe,Action,0,0,7,54,45,39,1
1,Other,Simulation,0,1,0,128,44,21,0
1,Europe,Simulation,1,0,12,53,35,46,1
0,USA,Simulation,0,0,5,91,59,39,0
1,Europe,Simulation,0,0,6,43,52,35,1
1,Other,Strategy,0,2,5,102,23,2,1
0,Asia,Action,0,0,7,12,76,40,0
0,Asia,RPG,1,1,4,175,37,15,1
0,Europe,RPG,0,0,8,69,83,36,1
0,USA,RPG,0,1,12,117,96,40,2
0,USA,Strategy,0,2,18,35,79,43,1
0,Other,Strategy,0,0,12,18,11,18,0
0,USA,Action,0,0,8,67,1,18,1
1,USA,RPG,0,1,13,117,61,42,2
0,Asia,RPG,1,0,12,48,34,38,1
1,USA,RPG,0,2,7,44,53,46,1
0,Europe,Sports,0,1,5,103,95,21,1
1,Asia,RPG,0,0,18,18,88,34,1
0,Europe,Sports,1,1,8,97,2,23,1
1,Europe,Sports,0,2,5,61,52,24,1
0,USA,Strategy,1,0,11,21,87,4,2
0,Europe,Action,0,0,17,118,89,40,2
1,Europe,RPG,0,2,19,125,35,45,2
1,Asia,Sports,0,2,11,57,43,26,1
0,Europe,Strategy,0,2,5,138,99,32,1
1,Europe,RPG,0,1,9,82,79,23,1
0,Asia,Sports,0,0,5,136,83,6,1
0,Europe,Simulation,0,0,9,97,27,3,1
1,USA,Action,1,0,0,13,6,0,0
0,Asia,Simulation,0,1,10,154,93,24,2
0,Asia,Strategy,0,2,7,43,79,22,1
0,Asia,Simulation,0,0,19,136,50,3,2
0,USA,Action,0,0,1,139,2,3,2
0,USA,RPG,0,0,3,12,4,6,0
0,Other,Simulation,0,0,14,117,61,6,2
1,USA,Sports,0,0,11,148,83,10,2
0,Europe,RPG,0,2,16,111,51,43,2
0,USA,Strategy,0,1,9,62,47,41,1
1,Asia,RPG,0,2,17,171,93,12,2
0,Asia,Strategy,0,0,19,174,46,11,2
0,Europe,RPG,1,2,8,138,82,15,1
1,USA,Simulation,1,2,1,108,47,17,0
1,Asia,Action,1,2,6,174,42,18,1
0,USA,Sports,1,0,4,11,93,7,0
1,USA,RPG,0,2,2,149,87,48,1
1,Asia,RPG,0,0,12,60,44,23,1
1,Asia,Sports,1,1,8,128,69,41,1
0,Europe,Simulation,0,0,14,29,83,20,1
0,Europe,Strategy,0,2,7,143,55,42,1
0,Other,Simulation,1,0,0,96,91,33,0
1,USA,Simulation,0,0,6,160,10,17,1
1,USA,RPG,0,0,7,154,7,15,1
1,Asia,Strategy,1,1,13,140,16,43,2
0,USA,Action,0,2,15,141,92,2,2
0,USA,Strategy,0,0,0,108,35,39,1
0,Europe,Sports,0,1,7,90,49,2,1
1,Asia,Strategy,1,0,15,141,38,39,2
0,USA,Sports,0,0,7,80,60,1,1
1,Europe,RPG,0,1,17,153,5,45,2
1,Europe,Sports,0,0,12,104,87,38,1
0,USA,RPG,0,0,13,45,66,1,1
0,Europe,Action,0,1,2,145,26,14,0
0,Asia,Strategy,0,0,14,103,62,27,2
1,Asia,Action,0,1,5,84,39,42,1
0,Europe,Action,0,1,15,167,31,39,2
0,USA,Simulation,0,1,7,161,75,12,1
1,USA,Strategy,0,0,16,87,22,31,1
0,USA,Simulation,0,1,4,105,70,47,1
0,Asia,Sports,0,0,16,87,24,15,0
1,Asia,RPG,0,0,16,52,22,20,1
1,Asia,Sports,0,0,6,80,12,18,1
0,USA,Simulation,0,1,3,72,29,9,0
0,USA,Sports,0,0,10,160,7,31,2
1,Asia,RPG,0,1,0,54,48,22,0
1,Other,RPG,0,0,2,179,12,41,1
0,Europe,Sports,0,0,12,62,63,38,1
1,Asia,Strategy,0,1,11,131,81,46,2
1,Asia,Action,0,0,13,105,16,22,1
0,Asia,RPG,0,0,0,64,88,26,0
0,USA,Strategy,1,0,4,121,55,47,1
1,Other,Sports,1,0,12,148,90,44,2
0,Asia,Action,0,0,15,144,27,12,2
1,Asia,RPG,1,2,0,67,8,45,0
1,Other,Action,0,1,5,76,48,33,1
1,Europe,Strategy,0,1,4,95,9,40,1
0,USA,Strategy,0,0,19,88,8,33,2
1,Asia,Strategy,1,2,1,112,18,29,0
0,USA,Simulation,1,2,16,48,52,45,1
0,Asia,RPG,0,0,13,27,9,41,1
0,Europe,Sports,0,0,3,130,55,4,1
1,USA,Sports,0,1,4,54,89,33,1
0,Europe,RPG,1,0,3,139,39,44,1
1,Asia,Strategy,0,1,5,175,11,13,1
0,USA,Strategy,0,1,11,163,16,13,2
1,USA,Simulation,0,2,12,12,81,21,0
0,Europe,Strategy,1,1,14,69,50,25,1
0,USA,Action,1,0,6,72,60,6,1
1,Other,Simulation,0,0,10,145,47,30,2
0,Asia,Strategy,0,1,18,126,61,43,2
0,Europe,RPG,0,0,16,82,86,47,2
1,USA,Sports,0,1,4,165,22,18,1
1,Europe,Sports,0,0,11,21,42,42,0
0,Europe,Strategy,0,1,3,30,38,39,0
1,Europe,Strategy,0,2,19,60,14,5,1
1,Other,Sports,0,1,5,12,10,0,0
0,Asia,Simulation,0,2,8,153,18,14,1
0,USA,Sports,0,1,0,59,11,43,0
0,Europe,Action,0,0,13,154,53,41,2
0,Europe,Simulation,0,0,14,158,37,34,2
0,Other,Sports,0,0,12,141,75,35,2
0,Europe,RPG,0,0,9,129,52,11,1
0,Europe,Simulation,1,0,9,28,69,30,1
0,Europe,Strategy,0,0,9,19,53,0,0
0,USA,RPG,0,0,19,63,24,13,1
0,USA,Simulation,0,0,8,66,56,2,0
1,USA,Simulation,0,1,0,125,85,33,2
1,USA,Simulation,0,1,1,85,18,19,0
0,USA,Simulation,0,1,0,142,59,36,0
0,Asia,Strategy,0,2,3,76,12,26,0
1,USA,Action,1,0,8,127,12,12,1
1,Other,Strategy,0,2,14,71,90,34,1
0,USA,RPG,0,0,7,97,69,17,1
0,USA,Action,0,0,8,82,59,13,1
0,Other,RPG,0,0,6,139,26,9,1
1,Other,Action,0,1,1,166,62,22,0
1,USA,Action,1,2,4,34,63,19,0
1,USA,Action,0,0,12,61,25,6,1
0,USA,Simulation,0,2,12,131,88,24,2
1,Europe,Sports,0,0,3,105,6,6,0
0,USA,Action,0,0,0,87,22,12,0
1,USA,Simulation,1,2,1,57,78,14,0
0,Asia,Simulation,0,1,5,64,70,30,1
0,Asia,Action,0,1,11,11,37,2,0
0,Other,Sports,0,1,17,62,16,46,1
1,Europe,Simulation,0,1,8,71,2,36,1
1,USA,Sports,0,0,8,57,57,46,1
0,Europe,RPG,0,2,17,42,35,31,1
0,Asia,Action,0,1,3,133,93,29,2
0,USA,Sports,0,1,1,41,16,47,0
0,Other,RPG,0,2,16,88,66,18,2
0,USA,Action,1,0,17,135,55,40,1
0,USA,Simulation,1,0,14,44,55,24,1
0,USA,Action,0,0,3,65,61,0,0
1,Other,RPG,1,1,8,177,44,2,2
1,USA,Strategy,0,0,1,145,20,47,0
0,USA,Strategy,0,1,9,149,14,26,1
0,Asia,Action,1,0,5,64,20,32,1
0,Other,Simulation,0,0,5,56,77,18,2
0,USA,Strategy,0,0,10,117,91,35,1
1,Europe,RPG,0,0,6,42,96,17,1
1,Other,Simulation,0,1,1,94,39,38,0
0,Asia,Simulation,0,1,11,81,78,5,1
1,Other,RPG,0,1,12,87,71,7,1
1,Other,Sports,0,0,13,119,60,11,2
0,USA,Simulation,0,2,1,64,39,6,0
1,USA,Strategy,0,1,4,21,49,39,0
0,Other,Simulation,0,0,16,74,65,31,1
0,Asia,Action,0,0,9,18,5,11,0
1,USA,RPG,0,0,4,118,88,38,1
1,Asia,Simulation,0,2,11,124,91,38,2
0,USA,Strategy,0,0,11,12,60,42,0
0,Europe,RPG,0,0,14,141,49,40,2
1,USA,RPG,0,1,3,24,12,18,0
0,Europe,Sports,0,0,18,47,80,35,1
1,Other,Simulation,0,0,16,142,79,47,2
0,Asia,Strategy,0,0,5,54,59,28,1
0,Europe,Strategy,0,2,12,141,38,47,2
0,USA,Sports,0,1,16,15,64,42,1
1,USA,Simulation,0,1,19,52,61,44,1
0,Asia,RPG,0,2,14,88,95,48,2
0,Europe,Simulation,0,2,12,110,7,8,1
0,USA,Sports,0,0,3,30,75,29,0
0,Other,Action,0,2,3,100,51,20,1
0,Europe,Simulation,1,0,19,147,49,28,2
0,Europe,Action,1,2,12,102,63,37,1
0,USA,Action,0,0,3,144,42,23,1
0,Asia,Action,1,1,11,80,28,5,1
1,Asia,Simulation,0,0,0,47,84,18,0
0,Asia,Simulation,1,2,17,35,56,9,1
0,USA,Strategy,0,0,11,153,60,42,2
0,USA,Strategy,0,0,17,130,52,47,2
0,Europe,RPG,0,0,0,150,77,26,0
1,USA,Action,0,0,0,56,59,42,0
1,USA,Strategy,0,0,15,130,52,39,2
0,USA,Sports,0,1,1,48,41,11,0
1,USA,Strategy,1,2,7,153,26,22,1
1,Other,RPG,1,1,5,165,15,5,2
1,Asia,Sports,0,0,17,70,41,21,1
1,USA,RPG,0,0,12,69,77,18,1
0,Europe,Sports,0,0,4,167,19,12,1
1,USA,Sports,0,1,18,111,88,45,2
1,Other,Sports,0,0,1,24,38,48,0
0,Europe,RPG,0,2,16,80,17,35,1
0,Europe,Strategy,0,2,12,81,52,31,1
1,USA,Strategy,0,0,17,130,31,35,2
0,Europe,Strategy,1,0,13,33,89,28,1
1,Europe,Action,0,0,0,176,28,8,0
0,Europe,RPG,0,1,7,131,76,28,1
0,USA,Simulation,0,1,17,45,58,19,1
1,USA,Sports,0,0,5,125,72,22,1
1,USA,Strategy,0,0,3,86,56,41,1
0,USA,Simulation,0,1,6,23,72,31,0
1,USA,Strategy,0,0,16,117,3,42,2
0,USA,RPG,1,0,1,51,24,13,0
0,Asia,Simulation,0,1,14,85,44,23,1
0,Europe,Simulation,0,2,3,33,57,46,0
0,Other,Simulation,0,1,0,67,88,6,0
0,USA,Sports,0,2,2,141,44,8,0
1,Asia,Strategy,0,0,9,171,25,22,2
1,Asia,Strategy,1,2,7,110,51,29,1
0,Europe,Action,0,2,14,173,5,37,2
1,Europe,Strategy,0,2,9,143,32,45,1
1,Europe,Sports,0,0,11,148,50,28,2
0,USA,Simulation,0,0,1,107,24,32,2
0,USA,RPG,1,1,9,44,55,1,1
1,USA,RPG,0,2,3,159,8,19,1
1,Asia,Action,0,0,1,90,38,48,0
1,Europe,Action,1,1,2,99,40,0,1
0,USA,Simulation,1,1,2,64,63,37,0
1,Europe,Sports,0,0,19,124,43,15,2
1,USA,Simulation,0,1,14,87,64,29,1
1,USA,Sports,0,1,11,109,10,33,1
0,Asia,Action,1,0,17,130,83,12,2
0,Other,Sports,0,0,14,41,34,15,1
0,USA,Simulation,0,0,9,133,39,31,1
0,Europe,Simulation,1,1,2,146,2,21,0
0,USA,Strategy,1,0,1,140,43,42,0
1,Europe,Sports,0,0,0,104,8,34,0
0,Europe,Action,1,0,10,90,24,0,2
0,USA,RPG,1,2,9,10,51,32,0
0,Europe,Strategy,0,0,0,35,29,27,0
0,USA,Action,0,0,14,115,18,31,2
0,Other,Action,0,1,10,176,94,32,2
0,USA,Action,0,0,4,161,66,46,1
1,USA,Sports,0,0,6,16,54,43,0
1,Other,Action,0,1,5,176,76,1,1
0,USA,RPG,0,2,19,32,99,3,1
1,Europe,RPG,0,1,14,51,27,10,1
0,USA,Simulation,0,1,14,145,24,19,2
1,USA,Strategy,1,0,17,170,60,37,2
1,Other,RPG,0,0,5,36,30,15,0
0,USA,Sports,0,0,3,120,67,10,1
0,Europe,Strategy,0,1,15,51,51,18,1
0,Asia,Sports,0,1,12,147,19,47,2
0,Europe,RPG,0,0,18,18,92,17,1
1,Asia,Strategy,0,0,5,168,40,45,1
0,Asia,RPG,1,2,17,37,28,46,1
0,USA,Action,0,0,9,32,59,1,0
0,Europe,Strategy,0,1,4,171,71,49,1
0,USA,RPG,1,1,6,143,5,8,1
0,USA,Sports,0,1,4,80,72,3,0
0,Other,Strategy,0,0,18,127,12,27,2
1,USA,Strategy,1,0,17,49,89,17,1
0,Europe,Strategy,0,0,4,41,19,18,0
1,USA,Simulation,0,0,19,153,65,22,2
1,Other,Action,0,0,5,59,56,20,1
0,USA,Strategy,0,0,2,160,70,36,1
0,Asia,RPG,0,0,4,147,54,41,1
0,Asia,Sports,0,0,14,49,11,5,1
1,USA,RPG,0,1,17,103,80,32,2
0,Asia,Simulation,1,1,6,21,93,38,0
0,Other,Strategy,1,0,18,157,63,39,2
1,Europe,Action,0,1,3,41,3,3,0
1,USA,Sports,0,2,13,173,47,29,2
1,Europe,Simulation,1,0,19,21,27,28,1
0,USA,Strategy,0,0,12,169,87,20,2
0,Other,Action,0,2,8,15,64,37,0
1,USA,Sports,0,0,16,40,48,5,1
0,Europe,Sports,0,2,17,144,90,44,2
0,Europe,Sports,1,1,4,37,96,0,0
1,USA,Sports,0,1,6,101,10,44,1
1,USA,Action,0,1,2,167,39,47,1
1,Europe,Strategy,1,2,16,158,32,4,2
0,Europe,Strategy,0,0,17,10,64,11,0
1,Other,Action,1,0,19,152,7,18,2
0,USA,Sports,0,0,9,90,81,38,1
0,USA,RPG,0,0,13,141,88,30,2
1,Other,Sports,0,0,14,137,18,6,2
1,USA,Strategy,0,2,5,42,58,0,0
0,Europe,Action,0,0,9,111,76,1,1
0,USA,Sports,1,2,13,114,69,5,2
0,Other,Action,0,1,15,178,51,6,2
0,USA,Sports,0,1,10,125,56,36,1
1,Asia,RPG,1,2,8,147,46,3,2
0,Other,Action,0,0,6,151,26,46,1
1,Asia,RPG,0,1,17,107,1,38,2
0,Europe,Action,0,1,17,161,78,23,0
0,Other,Sports,0,2,9,106,78,36,1
0,Europe,Action,0,1,13,78,24,18,1
0,Asia,RPG,0,2,2,106,16,7,0
0,USA,Strategy,0,0,5,141,77,33,1
0,Europe,RPG,0,2,2,20,86,38,0
0,Europe,Sports,0,1,1,90,41,29,0
1,USA,Strategy,0,2,11,33,65,14,1
0,Other,Strategy,0,0,8,41,91,38,0
0,USA,RPG,0,0,18,157,31,29,2
0,Asia,Strategy,0,0,1,97,81,23,0
0,USA,Sports,1,1,18,173,38,6,2
1,USA,Action,0,0,2,92,23,17,0
1,Europe,RPG,0,0,13,96,12,47,1
0,Europe,Sports,0,0,15,87,58,46,2
0,USA,Sports,0,1,10,67,97,23,1
0,USA,Action,0,0,4,34,56,40,0
0,USA,RPG,0,2,18,174,11,4,2
0,Asia,Action,0,2,5,69,70,26,1
0,Asia,Action,0,1,10,147,27,21,2
1,Asia,RPG,1,1,16,62,11,31,1
0,Other,Simulation,0,1,11,157,56,2,0
1,Asia,Strategy,0,0,14,66,73,48,1
0,USA,Simulation,0,1,19,54,70,40,1
1,Other,RPG,0,1,13,55,94,8,1
0,USA,Simulation,0,0,2,82,90,13,0
0,USA,RPG,0,0,1,111,91,28,0
0,USA,Simulation,0,1,8,131,36,0,1
0,USA,Simulation,0,1,8,144,51,23,1
0,USA,Sports,1,0,1,72,66,18,0
0,Europe,Strategy,0,0,8,159,71,9,1
0,Europe,Action,0,2,15,85,65,16,1
0,Europe,Sports,0,0,3,75,8,43,0
0,USA,RPG,0,1,4,15,69,21,0
0,Asia,RPG,0,1,13,164,45,48,2
1,USA,Action,0,1,12,143,43,43,2
0,Asia,Sports,0,0,19,90,98,3,1
1,USA,Sports,0,1,13,92,3,45,1
0,USA,Strategy,0,2,10,23,6,14,0
1,Asia,Sports,1,2,4,116,35,13,1
0,USA,Sports,0,1,9,60,45,10,1
0,Other,RPG,1,1,2,149,50,15,0
0,USA,Strategy,1,2,17,124,7,25,2
